ID,Inclusion_Exlusion,Reason,Trial_phase,Trial_number,Trial_name,Tumor,Primary_outcome,PFS_primary_outcome,PFS_Registry,PFS_Protocol,PFS_Prespecified,PFS_Paper,PFS_Inconsistency,PFS_Reason,PFS_Free_comments,PFS_Blndeness,ORR_primary_outcome,ORR_Registry,ORR_Protocol,ORR_Prespecified,ORR_Paper,ORR_Inconsistency,ORR_Reason,ORR_Free_comments,ORR_Blndeness,Response_PFS,Response_ORR,title,journal,IF,year,authors,url,pubmed_id
531,Inclusion,,Phase 2,NCT01295827,MK3475-P001 (P001),Melanoma,ORR,No PFS,Investigator + central,No protocol,Investigator + central,No PFS,Suspicious of selective reporting,Contradiction,PFS and ORR were planned to assess in the registry.,No PFS,Yes,Investigator + central,No protocol,Investigator + central,Only central,Suspicious of selective reporting,Contradiction,PFS and ORR were planned to assess in the registry.,Only blinded,,,FDA Approval Summary: Accelerated Approval of Pembrolizumab for Second-Line Treatment of Metastatic Melanoma.,Clinical cancer research : an official journal of the American Association for           Cancer Research,12.53,2017,Chuk MK and Chang JT and Theoret MR and Sampene E and He K and Weis SL and Helms WS and Jin R and Li H and Yu J and Zhao H and Zhao L and Paciga M and Schmiel D and Rawat R and Keegan P and Pazdur R,https://pubmed.ncbi.nlm.nih.gov/28235882/,28235882
532,Inclusion,,Phase 2b,NCT01303029,No name,Pancreatic cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,Gemcitabine-erlotinib versus gemcitabine-erlotinib-capecitabine in the first-line treatment of patients with metastatic pancreatic cancer: Efficacy and safety results of a phase IIb randomised study from the Spanish TTD Collaborative Group.,"European journal of cancer (Oxford, England : 1990)",9.16,2017,Irigoyen A and Gallego J and Guillｾｽｩn Ponce C and Vera R and Iranzo V and Ales I and Arｾｽｩvalo S and Pisa A and Martｾｽｭn M and Salud A and Falcｾｽｳ E and Sｾｽ｡enz A and Manzano Mozo JL and Pulido G and Martｾｽｭnez Galｾｽ｡n J and Pazo-Cid R and Rivera F and Garcｾｽｭa Garcｾｽｭa T and Serra O and Fernｾｽ｡ndez Parra EM and Hurtado A and Gｾｽｳmez Reina MJ and Lｾｽｳpez Gomez LJ and Martｾｽｭnez Ortega E and Benavides M and Aranda E,https://pubmed.ncbi.nlm.nih.gov/28222309/,28222309
533,Inclusion,,Phase 2,NCT01234402,No name,Breast cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,Randomized Phase II Study of Ramucirumab or Icrucumab in Combination with Capecitabine in Patients with Previously Treated Locally Advanced or Metastatic Breast Cancer.,The oncologist,5.03,2017,Vahdat LT and Layman R and Yardley DA and Gradishar W and Salkeni MA and Joy AA and Garcia AA and Ward P and Khatcheressian J and Sparano J and Rodriguez G and Tang S and Gao L and Dalal RP and Kauh J and Miller K,https://pubmed.ncbi.nlm.nih.gov/28220020/,28220020
534,Inclusion,,Phase 2,NCT01446731,No name,Prostate cancer,immune response,No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,No ORR,No protocol,No ORR,Unclear,Unclear in advance but clear in paper,,,"Probably, only non-blinded",,,Dendritic cell vaccination in combination with docetaxel for patients with metastatic castration-resistant prostate cancer: A randomized phase II study.,Cytotherapy,5.41,2017,Kongsted P and Borch TH and Ellebaek E and Iversen TZ and Andersen R and Met ｾ and Hansen M and Lindberg H and Sengelｾｽｸv L and Svane IM,https://pubmed.ncbi.nlm.nih.gov/28215654/,28215654
536,Inclusion,,Phase 3,NCT02253459,No name,Breast cancer,PFS,Yes,Unclear,Investigator + central,Investigator + central,Investigator + central,Consistent,,,Non-blinded + blinded,No,Unclear,Investigator + central,Investigator + central,Investigator + central,Consistent,,,Non-blinded + blinded,,,"Utidelone plus capecitabine versus capecitabine alone for heavily pretreated metastatic breast cancer refractory to anthracyclines and taxanes: a multicentre, open-label, superiority, phase 3, randomised controlled trial.",The Lancet. Oncology,41.32,2017,Zhang P and Sun T and Zhang Q and Yuan Z and Jiang Z and Wang XJ and Cui S and Teng Y and Hu XC and Yang J and Pan H and Tong Z and Li H and Yao Q and Wang Y and Yin Y and Sun P and Zheng H and Cheng J and Lu J and Zhang B and Geng C and Liu J and Peng R and Yan M and Zhang S and Huang J and Tang L and Qiu R and Xu B,https://pubmed.ncbi.nlm.nih.gov/28209298/,28209298
538,Inclusion,,Phase 2,NCT01835158,A031203 CABOSUN,Renal cell cancer,PFS,Yes,Investigator + central,Unclear,Unclear,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,No,Only investigator,Unclear,Unclear,Only investigator,Unclear in advance but clear in paper,,,Only non-blinded,,,Cabozantinib Versus Sunitinib As Initial Targeted Therapy for Patients With Metastatic Renal Cell Carcinoma of Poor or Intermediate Risk: The Alliance A031203 CABOSUN Trial.,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,44.54,2017,Choueiri TK and Halabi S and Sanford BL and Hahn O and Michaelson MD and Walsh MK and Feldman DR and Olencki T and Picus J and Small EJ and Dakhil S and George DJ and Morris MJ,https://pubmed.ncbi.nlm.nih.gov/28199818/,28199818
544,Inclusion,,Phase 3,NCT01828099,ASCEND-4,Non-small cell lung cancer,PFS,Yes,Only central,Investigator + central,Investigator + central,Investigator + central,Consistent,,,Non-blinded + blinded,No,Investigator + central,Investigator + central,Investigator + central,Investigator + central,Consistent,,,Non-blinded + blinded,,,"First-line ceritinib versus platinum-based chemotherapy in advanced ALK-rearranged non-small-cell lung cancer (ASCEND-4): a randomised, open-label, phase 3 study.","Lancet (London, England)",79.32,2017,Soria JC and Tan DSW and Chiari R and Wu YL and Paz-Ares L and Wolf J and Geater SL and Orlov S and Cortinovis D and Yu CJ and Hochmair M and Cortot AB and Tsai CM and Moro-Sibilot D and Campelo RG and McCulloch T and Sen P and Dugan M and Pantano S and Branle F and Massacesi C and de Castro G Jr,https://pubmed.ncbi.nlm.nih.gov/28126333/,28126333
545,Inclusion,,Phase 3,NCT01470742,No name,Stomach cancer,OS,No,No PFS,No protocol,No PFS,Unclear,Not prespecified,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,"A multi-center, open-label, randomized phase III trial of first-line chemotherapy with capecitabine monotherapy versus capecitabine plus oxaliplatin in elderly patients with advanced gastric cancer.",Journal of geriatric oncology,3.6,2017,Hwang IG and Ji JH and Kang JH and Lee HR and Lee HY and Chi KC and Park SW and Lee SJ and Kim ST and Lee J and Park SH and Park JO and Park YS and Lim HY and Kang WK,https://pubmed.ncbi.nlm.nih.gov/28119041/,28119041
551,Inclusion,,Phase 2,Not available,No name,Pancreatic cancer,PFS,Yes,No registry,No protocol,Not available,Only central,Unclear in advance but clear in paper,,,"Probably, only blinded",No,No registry,No protocol,Not available,Unclear,Not prespecified,,,"Probably, only blinded",,,Randomised phase II trial of irinotecan plus S-1 in patients with gemcitabine-refractory pancreatic cancer.,British journal of cancer,7.64,2017,Ioka T and Komatsu Y and Mizuno N and Tsuji A and Ohkawa S and Tanaka M and Iguchi H and Ishiguro A and Kitano M and Satoh T and Yamaguchi T and Takeda K and Kida M and Eguchi K and Ito T and Munakata M and Itoi T and Furuse J and Hamada C and Sakata Y,https://pubmed.ncbi.nlm.nih.gov/28081543/,28081543
553,Inclusion,,Phase 2,NCT01239342,No name,Renal cell cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,A randomized phase 2 study of MK-2206 versus everolimus in refractory renal cell carcinoma.,Annals of oncology : official journal of the European Society for Medical Oncology,32.98,2017,Jonasch E and Hasanov E and Corn PG and Moss T and Shaw KR and Stovall S and Marcott V and Gan B and Bird S and Wang X and Do KA and Altamirano PF and Zurita AJ and Doyle LA and Lara PN Jr and Tannir NM,https://pubmed.ncbi.nlm.nih.gov/28049139/,28049139
556,Inclusion,,Phase 3,NCT00004935,SAKK 22/99,Breast cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,Do all patients with advanced HER2 positive breast cancer need upfront-chemo when receiving trastuzumab? Randomized phase III trial SAKK 22/99.,Annals of oncology : official journal of the European Society for Medical Oncology,32.98,2017,Pagani O and Klingbiel D and Ruhstaller T and Nolｾｽｨ F and Eppenberger S and Oehlschlegel C and Bernhard J and Brauchli P and Hess D and Mamot C and Munzone E and Pestalozzi B and Rabaglio M and Aebi S and Ribi K and Rochlitz C and Rothgiesser K and Thｾｽｼrlimann B and von Moos R and Zaman K and Goldhirsch A,https://pubmed.ncbi.nlm.nih.gov/27998961/,27998961
558,Inclusion,,Phase 2,NCT02903498,No name,Stomach cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No ORR,No ORR,No protocol,No ORR,No ORR,Consistent,,,No ORR,,,Maintenance treatment of Uracil and Tegafur (UFT) in responders following first-line fluorouracil-based chemotherapy in metastatic gastric cancer: a randomized phase II study.,Oncotarget,3.77,2017,Li W and Zhao X and Wang H and Liu X and Zhao X and Huang M and Qiu L and Zhang W and Chen Z and Guo W and Li J and Zhu X,https://pubmed.ncbi.nlm.nih.gov/27980221/,27980221
559,Inclusion,,Phase 3,NCT02008227,OAK,Non-small cell lung cancer,OS,No,Only investigator,No protocol,Only investigator,Only investigator,Consistent,,,Only non-blinded,No,Only investigator,No protocol,Only investigator,Only investigator,Consistent,,,Only non-blinded,,,"Atezolizumab versus docetaxel in patients with previously treated non-small-cell lung cancer (OAK): a phase 3, open-label, multicentre randomised controlled trial.","Lancet (London, England)",79.32,2017,Rittmeyer A and Barlesi F and Waterkamp D and Park K and Ciardiello F and von Pawel J and Gadgeel SM and Hida T and Kowalski DM and Dols MC and Cortinovis DL and Leach J and Polikoff J and Barrios C and Kabbinavar F and Frontera OA and De Marinis F and Turna H and Lee JS and Ballinger M and Kowanetz M and He P and Chen DS and Sandler A and Gandara DR,https://pubmed.ncbi.nlm.nih.gov/27979383/,27979383
565,Inclusion,,Phase 2,NCT00950365,No name,Small cell lung cancer,PFS,Yes,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",,,"Randomized Phase 2 Trial of Pharmacodynamic Separation of Pemetrexed and Intercalated Erlotinib Versus Pemetrexed Alone for Advanced Nonsquamous, Non-small-cell Lung Cancer.",Clinical lung cancer,4.79,2017,Li T and Piperdi B and Walsh WV and Kim M and Beckett LA and Gucalp R and Haigentz M Jr and Bathini VG and Wen H and Zhou K and Pasquinelli PB and Gajavelli S and Sreedhara M and Xie X and Lara PN Jr and Gandara DR and Perez-Soler R,https://pubmed.ncbi.nlm.nih.gov/27919627/,27919627
569,Inclusion,,Phase 3,NCT00801736,ERCC1,Non-small cell lung cancer,OS,No,Unclear,No protocol,Unclear,Unclear,Consistent: unclear,,,"Probably, only non-blinded",No,No ORR,No protocol,No ORR,Unclear,Unclear in advance but clear in paper,,,"Probably, only non-blinded",,,Randomized Prospective Biomarker Trial of ERCC1 for Comparing Platinum and Nonplatinum Therapy in Advanced Non-Small-Cell Lung Cancer: ERCC1 Trial (ET).,Journal of clinical oncology : official journal of the American Society of Clinical           Oncology,44.54,2017,Lee SM and Falzon M and Blackhall F and Spicer J and Nicolson M and Chaudhuri A and Middleton G and Ahmed S and Hicks J and Crosse B and Napier M and Singer JM and Ferry D and Lewanski C and Forster M and Rolls SA and Capitanio A and Rudd R and Iles N and Ngai Y and Gandy M and Lillywhite R and Hackshaw A,https://pubmed.ncbi.nlm.nih.gov/27893326/,27893326
575,Inclusion,,Phase 3,NCT00266799,PELICAN,Breast cancer,PFS,Yes,Only investigator,No protocol,Only investigator,Only investigator,Consistent,,,Only non-blinded,No,Only investigator,No protocol,Only investigator,Only investigator,Consistent,,,Only non-blinded,,,A randomized phase III study evaluating pegylated liposomal doxorubicin versus capecitabine as first-line therapy for metastatic breast cancer: results of the PELICAN study.,Breast cancer research and treatment,4.87,2017,Harbeck N and Saupe S and Jｾｽ､ger E and Schmidt M and Kreienberg R and Mｾｽｼller L and Otremba BJ and Waldenmaier D and Dorn J and Warm M and Scholz M and Untch M and de Wit M and Barinoff J and Lｾｽｼck HJ and Harter P and Augustin D and Harnett P and Beckmann MW and Al-Batran SE,https://pubmed.ncbi.nlm.nih.gov/27798749/,27798749
579,Inclusion,,Phase 2,Study number: PM 0259 CA 223 B0 ,NorCap-CA223,Breast cancer,DCR,No,Only investigator,No protocol,Only investigator,Unclear,Central or local in advance but unclear in paper,,,"Probably, only non-blinded",No,Only investigator,No protocol,Only investigator,Unclear,Central or local in advance but unclear in paper,,,"Probably, only non-blinded",,,Final Results of the Randomized Phase II NorCap-CA223 Trial Comparing First-Line All-Oral Versus Taxane-Based Chemotherapy forｾHER2-Negative Metastatic Breast Cancer.,Clinical breast cancer,3.23,2017,Cinieri S and Chan A and Altundag K and Vandebroek A and Tubiana-Mathieu N and Barnadas A and Dodyk P and Lazzarelli S and Botha M and Rauch D and Villanova G and Coskun U,https://pubmed.ncbi.nlm.nih.gov/27756583/,27756583
